generation,best_g_mean,best_num_features,fitness_model,best_generation,max_g_mean
37,0.664833064899711,20,DecisionTree_depth3,52,0.6660370782776374
38,0.664833064899711,20,DecisionTree_depth3,52,0.6660370782776374
39,0.664833064899711,20,DecisionTree_depth3,52,0.6660370782776374
40,0.664833064899711,20,DecisionTree_depth3,52,0.6660370782776374
41,0.664833064899711,20,DecisionTree_depth3,52,0.6660370782776374
42,0.664833064899711,20,DecisionTree_depth3,52,0.6660370782776374
43,0.665193222098318,17,DecisionTree_depth3,52,0.6660370782776374
44,0.6656190442450829,16,DecisionTree_depth3,52,0.6660370782776374
45,0.6656190442450829,16,DecisionTree_depth3,52,0.6660370782776374
46,0.6656190442450829,16,DecisionTree_depth3,52,0.6660370782776374
47,0.6656190442450829,16,DecisionTree_depth3,52,0.6660370782776374
48,0.6656190442450829,16,DecisionTree_depth3,52,0.6660370782776374
49,0.6656190442450829,12,DecisionTree_depth3,52,0.6660370782776374
50,0.6656190442450829,12,DecisionTree_depth3,52,0.6660370782776374
51,0.6656190442450829,12,DecisionTree_depth3,52,0.6660370782776374
52,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
53,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
54,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
55,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
56,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
57,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
58,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
59,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
60,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
61,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
62,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
63,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
64,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
65,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
66,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
67,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
68,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
69,0.6660370782776374,23,DecisionTree_depth3,52,0.6660370782776374
70,0.6660370782776374,11,DecisionTree_depth3,52,0.6660370782776374
71,0.6660370782776374,11,DecisionTree_depth3,52,0.6660370782776374
72,0.6660370782776374,11,DecisionTree_depth3,52,0.6660370782776374
73,0.6660370782776374,11,DecisionTree_depth3,52,0.6660370782776374
74,0.6660370782776374,11,DecisionTree_depth3,52,0.6660370782776374
75,0.6660370782776374,11,DecisionTree_depth3,52,0.6660370782776374
76,0.6660370782776374,10,DecisionTree_depth3,52,0.6660370782776374
77,0.6660370782776374,15,DecisionTree_depth3,52,0.6660370782776374
78,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
79,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
80,0.6660370782776374,16,DecisionTree_depth3,52,0.6660370782776374
