peso_entrevista,peso_examen_mec
16369.881954,18633.521397
15276.363401,33989.182743
92954.659878,103766.657676
18202.252199,20964.063041
75591.797926,89658.428012
15408.94898,18232.367183
34136.319899,49337.128964
19076.085504,27953.461083
26139.816784,33839.208589
27980.359769,30863.341634
19350.546165,26503.08886
20646.167871,22287.431648
31436.625369,72656.819255
46484.637127,55208.236044
23989.52275,22179.378693
98876.965198,121170.815088
37300.601925,45428.933166
10362.297222,11063.596891
22405.09277,22555.830574
26171.34652,34550.683707
43341.331401,49954.816396
53916.750818,65800.088145
34667.521996,40254.887596
35361.877687,52961.769459
36691.615437,34122.48685
23192.569465,26460.012611
46475.78291,44623.286201
21908.979333,37311.093037
7803.663279,9924.844972
30555.827364,32624.846971
31240.757578,36730.524532
24870.407272,34548.640771
81882.540457,129325.881743
31325.633284,34553.298455
22852.915103,26802.993508
12497.464051,12974.175394
13707.692534,15013.484315
33829.923248,52224.893031
20839.448857,27999.475316
24371.996831,36528.875845
5055.388632,5937.189955
30075.509719,33374.973265
32698.035917,35631.380124
8626.660807,9535.045033
15103.091666,16043.331378
20677.907629,25344.043629
60103.41954,75392.443739
20218.337868,20783.896336
19896.663499,42625.117874
115505.679207,132830.164377
24355.824878,24118.324284
47457.42526,54623.306037
57297.140267,75746.715977
15821.300311,17850.357453
127724.389311,137269.746144
74711.358955,95153.040833
18076.961541,25052.354177
74476.751464,82291.367472
21289.318493,31019.017454
164980.14427,208140.087952
28450.413953,42238.107241
53919.903985,61447.2353
59631.460393,81609.771357
25347.023495,35237.58312
69739.01577,81837.311258
28861.155874,33301.898443
24901.130163,33613.423205
15686.599156,14277.172879
26159.282433,29255.336152
75052.563935,83250.123806
10766.759979,12829.8086
14571.640109,17460.851149
14834.006675,17084.756748
33341.664248,36777.053005
18459.277369,25728.201679
22934.631595,30799.944897
19536.537702,21512.969748
58478.914913,86228.719164
7735.574086,10075.29179
28718.44304,76745.856448
19262.129371,21769.561568
52102.334539,59585.625898
18497.512909,20040.422667
8358.849453,14377.446931
42656.055705,52387.612353
19987.740852,29926.099453
22190.5561,40999.467863
24991.932185,24298.524249
15821.300311,17850.357453
35881.967808,43795.713228
17142.703057,19003.165536
20762.391448,20681.396309
16528.98551,18364.850427
23417.822954,36574.87266
37311.52039,54543.02332
34905.921699,41500.829745
78292.412818,109859.120815
6982.053416,9616.561753
13752.016782,14605.172713
23458.937944,26764.312304
9637.481397,8212.711701
32888.395859,35590.994419
12709.632807,19227.254281
37130.180349,39332.93675
25578.630733,31216.443807
80062.674301,81196.277992
46599.398706,69243.95801
9757.389447,14695.293447
33883.554453,49924.989882
6472.041978,7413.348659
44432.230524,44398.15798
36783.638678,47915.608344
21408.59034,24173.075262
108743.529237,129120.694752
37410.521804,53459.548613
18758.879625,21995.419792
17586.997476,18506.270323
23268.517225,27202.5521
13296.344821,14121.231499
49674.452509,73558.551715
12994.439333,18477.190025
21095.086879,24324.767909
42098.382794,47803.765592
31724.132619,33991.177104
12105.529773,13573.851691
46753.396857,63442.101546
61781.512089,91592.71043
57062.546829,89665.319727
46250.805187,48746.066949
67985.399695,91396.887943
15278.836299,20026.684146
27799.460171,34404.79699
19080.261243,23256.230765
31880.820604,46785.077528
21932.905335,28315.758582
48834.540902,64660.206115
15030.782257,22730.089549
14192.639402,22091.3833
34525.547428,39831.837124
42041.861678,64126.807795
32823.165719,41067.611558
22888.424777,26469.45349
20438.292339,29434.001661
13650.119778,21336.213881
10511.326329,14665.664995
15963.798528,26422.904669
34426.906428,38228.490994
14138.149676,16417.174395
15568.118559,14296.992202
63829.961682,79217.716045
62183.366946,71637.626669
42671.683648,56734.680759
32904.359862,48644.127646
20648.48252,29238.995737
29728.243294,30323.663567
24909.818838,29078.217016
15555.3299,35685.33221
20547.432254,27148.538212
103534.390259,122774.02654
24623.735293,31958.93673
18108.411112,21456.280469
60526.170004,69911.375779
47971.585972,56840.53652
51317.948415,60944.559138
6908.122418,9040.02272
30155.535789,33554.766417
44647.798636,62924.941122
25357.22355,28916.609496
27416.750841,38388.368114
10362.297222,11063.596891
53380.368698,72766.584066
15402.567035,22362.223669
53750.205334,76409.505396
40653.539529,40622.364648
43606.169833,55316.307291
32386.435112,42823.879725
45989.094544,56875.963992
41098.416224,47933.569419
17549.035837,22046.474562
38191.139887,52614.428845
17068.159949,25659.928085
21817.274975,27925.103571
35753.111012,43983.431626
121189.489538,165724.314205
34544.900826,46608.074149
62878.628685,81903.052384
85846.325221,110731.080285
13908.865112,20049.728298
28861.51676,42767.258705
39224.13104,51651.608176
44466.721221,74012.082609
37247.368781,43446.14082
14030.088296,14912.133972
62856.794736,118176.643627
38033.475708,48275.044447
14439.811332,16368.344902
13625.041951,15028.910564
10371.945996,19487.763586
23955.105388,30173.105911
43441.214879,56454.940449
87178.027444,96315.306836
22410.586147,38813.56577
36166.215237,38221.682367
20154.806509,33034.378332
14503.743594,22892.59387
70914.08925,144194.14064
16510.949729,16792.535637
70735.082535,104569.682982
28888.280002,30693.733298
78179.503202,104466.513118
85401.367642,120625.459838
36965.767759,41470.984103
17995.920568,19646.996649
56764.30241,67061.805831
20605.156507,29614.415768
43401.977912,62758.293194
41647.211093,49163.8258
22109.631422,20807.323948
11154.075642,12584.568484
48377.081261,65046.674603
31580.242197,52520.2253
24441.926577,47830.508995
21871.366375,28314.196475
25379.768183,32002.124677
18318.155817,22430.3692
14457.87799,17705.170916
21497.27363,39196.092014
41707.768081,47698.256405
24153.157926,31430.424183
38648.329102,44579.547157
11364.043018,19771.855041
28146.169906,38859.549258
46481.061046,58614.284553
23094.147903,58116.37108
27566.507637,27684.954383
19550.209152,27185.462133
38934.451342,39941.424602
36197.033418,49877.59851
18220.98263,30208.468869
36408.884771,44865.629346
12509.414671,13617.296476
54080.761618,61865.034711
65511.478658,70453.474714
48765.50734,63193.935802
30265.995438,35163.156798
41235.105885,56454.411058
41322.410866,66457.014035
38193.205235,39946.650433
100724.723067,133400.727342
33175.074363,48574.036348
16141.444302,23148.098573
19280.599892,25039.197783
47282.035534,96850.647909
20665.601276,27150.510091
111752.406448,117416.849045
37426.390553,46658.207745
18624.213656,29932.452503
37254.742324,55538.407833
48271.226688,60572.007928
33575.121714,39111.800521
18677.581568,20270.481559
23553.779291,26145.764263
48402.859765,72852.564708
20930.983959,24358.397982
23396.754108,30349.227728
19055.074564,17932.687422
37546.744023,51829.860671
46470.968744,62874.327373
26851.768566,40313.521427
25134.896679,30708.800875
27749.468038,33565.35187
11559.829814,13343.83317
60673.669332,142173.443424
33450.121848,34656.416639
17831.324661,36161.293823
23153.850733,27283.19211
45410.950218,66929.092494
15197.292503,21717.84916
25468.322467,26954.897923
76662.188151,86133.223826
10860.381144,14500.774951
72701.749984,91319.719531
28512.172765,35795.996642
43337.723657,65197.681643
36974.539649,49334.9224
26483.47358,30830.301561
31962.173873,35763.204802
21037.54144,25801.663538
30680.126886,38158.831502
10316.282287,11639.329435
20677.907629,27180.686886
50139.988888,60624.434085
14574.672243,20526.04561
68058.065982,86900.256621
61396.421718,67761.849518
20636.329488,22308.29077
40838.935904,50651.7804
30571.819423,34524.975273
23765.090578,30523.448511
13251.703648,16723.281756
84132.348103,111009.531907
15896.948816,17029.013142
15342.653169,18203.609347
26348.56617,35170.1969
12340.094725,12624.680598
105746.300506,165492.835901
24218.189972,29866.949487
74823.533979,99121.812351
28810.609496,33042.581587
23271.77116,35066.810604
17909.858062,33592.505507
69176.217086,122230.534287
52785.09967,69413.831941
17858.131383,19439.716083
14210.21785,15442.744543
42072.036721,42562.382204
22315.638183,27464.344979
31963.387467,45441.661605
114629.187519,131029.178105
54855.875929,126199.696389
40304.563855,49989.008584
16481.499396,22159.777959
39144.08441,58558.295088
26404.543858,30838.987162
8548.611453,8267.932959
15197.292503,21717.84916
12445.729818,14065.009665
26526.182824,30270.908171
25809.641825,29654.761214
17762.251893,22590.364304
40729.293035,49046.082702
27620.675359,29185.386201
63013.466464,96457.736563
76641.885858,70903.107633
13876.077231,18033.876198
26701.191683,33050.54431
13902.878937,17130.487072
16524.452717,28076.556911
8818.930397,12465.446221
7429.034939,9832.505708
37063.847765,37459.7771
48258.607544,53124.879781
37492.213113,53331.937696
40039.985149,43196.268367
14428.739545,19727.476213
11671.039701,14285.530707
11333.894237,15913.71777
34013.806533,44447.458645
40812.892623,69475.907806
83125.938927,98423.635554
26004.026948,29759.596429
19879.166615,22736.970053
31976.046025,45282.119633
37128.10487,52181.800666
104681.988942,143007.665923
12952.096778,17677.874255
25381.929994,25362.466039
44235.989017,54030.358034
18053.044889,22297.791731
35088.405951,35791.183712
23077.861977,26312.183115
19251.994157,22545.500749
32063.061247,44360.861605
13132.611979,13220.966047
37078.595364,44793.049788
8621.341861,11576.694197
50849.045641,68256.909788
37101.061377,41459.880551
22834.492155,33888.226313
25695.914653,35971.074691
25264.116523,34101.470676
11001.060151,11683.550571
13111.874465,14156.442615
43529.289026,47229.758403
11306.705619,12720.698005
65496.635943,98719.609882
28583.965117,31362.277304
40818.587434,42257.993998
19528.514419,24529.981761
11264.284443,14579.870269
48369.100083,54918.778241
35774.4424,42114.571571
17274.469772,19918.799561
38056.006365,41905.977718
13608.380841,18169.90264
50858.327822,58554.203048
18347.711391,20579.041389
14500.110571,17966.654466
11488.409588,12129.851566
15912.518742,17067.655567
40970.004051,49391.984489
36454.168083,45329.094277
19494.562571,27225.961764
112460.363116,118959.357311
40084.170593,82106.826598
60755.985223,65682.337499
24522.194041,24426.531722
88694.448639,96347.411075
82789.942381,107084.162733
112583.672947,137282.459807
23493.279297,31592.215184
14011.247051,18002.149589
28011.98186,44994.328313
12811.238779,14219.150256
29100.941324,49709.080845
102785.861639,143346.612772
37382.528112,42481.950949
22335.801002,23632.374316
13060.495895,18187.080889
48999.930327,72984.805043
27217.592682,37266.36985
14162.18882,21992.399759
17438.107726,17723.654799
77033.147354,98208.088424
71457.061302,104204.625252
20677.907629,25344.043629
12370.110484,12153.792485
31258.258028,35178.442501
31424.749879,38612.709374
55446.312499,92645.194324
52224.268256,58999.472554
45166.001656,59019.777837
25051.776262,29224.71004
59726.70843,112777.069716
40849.17954,45911.741399
18930.622824,23103.082606
18284.65539,19084.881059
8330.334841,9160.895875
50162.123006,53846.482817
36022.00949,37066.421467
50099.865737,47784.997685
26457.221525,26320.039117
33144.964737,36747.714017
29688.065439,35919.655906
33059.138449,43454.933786
40433.126666,46587.822599
71926.779421,96091.212823
42817.884145,60635.531697
18918.026417,22810.897638
34333.788241,38680.372002
14169.975529,15907.069376
31896.701566,34622.56433
27261.683937,28022.128001
23614.617087,44904.072286
52644.362422,79012.318928
26266.478063,33028.495412
62219.73764,81688.173444
32307.731207,40301.512795
22793.108199,23540.015326
25221.582495,27333.870653
25080.513875,36547.076336
31786.938889,47425.763243
28842.40929,36278.48214
14112.515486,17304.087886
9959.498754,11082.632253
10316.282287,11639.329435
19765.371981,19586.743258
16776.349497,25158.490629
18927.281592,19481.258389
32307.675848,40807.936171
12808.53936,17608.423895
36780.374945,56136.663319
11936.349485,19988.558365
10109.909785,13732.84477
50707.978687,56283.652802
27631.933731,31089.320959
28172.599527,36388.833181
45395.900494,51804.481042
9382.121812,10306.393791
14875.409936,18154.068555
50055.450807,54374.463898
24707.588281,35795.298134
10881.742384,12343.857486
20651.11141,21605.745232
7126.88191,7574.748313
17778.662153,19338.426446
25135.072123,32870.730721
26045.102136,29481.407243
17626.92965,20019.739525
43375.445539,48750.88562
10512.402544,15333.571911
60405.931981,65079.786002
35054.244669,41445.308868
11971.257482,17036.648078
64790.784754,77383.705016
28351.586477,31396.201447
58100.71721,145050.368088
74090.434863,82330.4475
16437.924981,18415.625032
81381.395223,82816.805762
21138.030708,27945.94824
69493.967913,76261.047608
15089.48312,17037.132337
34072.841608,39435.307704
28329.63975,38360.082213
42581.37412,47746.126042
19426.988341,35128.880595
11752.339766,16104.216279
9022.329459,7834.246042
24307.097052,32642.208301
15568.246831,15068.851952
34442.048035,45083.956187
17628.017332,23147.663463
13394.762262,14698.391407
92516.059649,124970.258821
11093.690358,10023.673081
73299.540709,95993.486087
48452.39916,79691.977437
69996.528493,159728.403532
13202.411542,12016.187201
55339.637642,58007.585731
20853.067635,29245.893008
26065.352194,36374.7395
37099.853344,42852.621974
31424.749879,38612.709374
41785.57179,49264.533337
53058.351978,71245.330344
133660.614551,165176.876161
7835.08602,10144.992158
35797.500417,42605.501612
24643.997853,25238.970078
20330.917287,31119.910944
39508.39033,41236.602869
24045.063558,31980.752527
76761.801109,114205.413382
6390.176341,7905.380047
35837.539197,38589.406418
17245.689985,18191.050925
76929.489756,97264.374552
36657.735573,47736.941563
24680.918576,27755.704655
26001.201706,27134.478906
20761.045774,22856.766425
71739.620744,108991.100202
34125.214673,43734.59643
35963.17632,45515.178998
9940.984222,13636.168088
22427.142142,24231.604129
14609.16676,15515.499079
62177.270818,75862.802628
19553.419744,25934.493163
70073.159316,78863.194796
67763.080065,76277.896365
12218.44583,12650.559184
76197.082109,94059.454459
12055.022738,11844.214726
10416.060341,11062.258189
9402.163298,9855.09466
44575.254645,57559.708582
12578.473063,16509.694028
60931.948381,95554.315983
26562.8602,21618.461439
28083.952873,41077.553906
18936.985893,23160.923456
12486.208245,13680.424832
68185.809634,72964.773743
44157.510802,98768.629924
19711.185674,20768.740307
16319.489803,21869.724747
29747.746403,53062.300361
20156.027153,36638.943511
21019.263442,28005.883148
75500.790809,109664.432013
34134.434918,45840.365636
44676.637593,71478.508802
61987.989348,86944.117997
22496.858238,25994.518214
26962.984774,41544.300513
73025.648291,115824.32684
38081.895418,62131.218799
10644.241804,14734.28367
75121.057469,66797.509066
32785.981177,59491.852034
30366.869125,38403.386937
32394.280442,38037.401303
31129.304015,40546.318789
14222.234669,15210.530362
37904.364604,58563.091079
10109.909785,13134.961756
74178.87233,77823.046902
47971.585972,71276.365459
26324.746797,42583.182426
13566.573088,18620.363866
42316.340519,49323.103764
75273.686372,93635.31085
25749.647515,33219.07146
53539.425531,60702.441347
10094.335488,10132.616652
36248.329913,47873.795108
32736.43131,39040.649879
14003.043252,18618.745359
44740.374514,66568.192361
31814.164284,47680.394176
22852.199396,42831.155924
10321.516466,21472.705492
36972.376191,46357.246537
67716.186695,91408.415051
18683.235541,44019.152583
8084.083485,10096.302451
50599.660845,54726.179125
37257.894795,52131.616282
14106.298302,19425.07855
16061.829161,17311.160037
26327.740352,31113.816874
47959.052609,45395.431584
68884.096071,84536.598096
113811.788893,123548.494321
26669.509385,26641.099403
35805.703378,51446.390773
30298.764133,37708.818599
17951.240474,20576.666641
19958.516864,39166.648798
14448.390087,19551.783941
18460.201901,22545.689907
24530.295717,24465.419365
9770.597885,10169.487436
25468.322467,29828.231981
34598.961878,41605.808464
29087.450605,34084.721548
10440.611251,17337.055382
42979.246924,49474.781277
47482.761132,61980.571506
27543.94172,35623.011575
52077.414143,61971.995094
53717.483037,90440.79787
63474.510779,77669.919127
17056.751381,24518.20605
31807.297461,33332.562163
18267.419885,27516.424556
11710.463373,19404.62661
13838.8062,14737.292101
17838.249979,19862.677117
26643.30251,47717.234639
18174.684924,16311.631059
87956.690653,85854.550679
20648.48252,29238.995737
15257.092803,19033.044054
19539.306922,30291.570975
59746.799855,81926.965108
25539.371995,33257.934169
12978.185648,14169.239445
109607.463802,156270.069965
21698.780813,29623.844214
39006.122321,38747.728744
27258.373185,43842.686622
14662.079708,19867.856888
11398.760571,13387.023569
18506.153518,24835.11127
24683.455671,29300.750131
26327.740352,26221.345425
23441.99234,26765.869201
35786.449601,48557.407824
15451.857883,32207.74266
29621.019543,30286.421394
48684.607354,59421.878544
49638.732128,55876.588986
30719.74216,67203.925634
33979.666025,43381.627317
12166.256589,13358.379427
119807.889901,140911.510368
68544.042503,79683.660262
56120.394837,75035.330509
44588.587801,56943.012877
13503.19302,17234.675496
36836.052776,51487.753081
34134.434918,48951.459947
69697.807047,90929.785675
41280.190017,61795.45414
30158.081446,28722.935643
40289.847324,68318.969746
37102.952764,41886.558421
25788.133168,27068.921775
42806.698102,55214.683977
13816.274135,15132.409376
38035.398023,48963.310075
30111.903961,33345.555582
54127.268079,80930.775832
20040.145282,33726.830453
13929.981589,13626.331113
57696.329159,75280.398856
80617.207496,86024.712438
27049.217228,32878.704104
28515.372511,38398.58037
79922.090128,111394.182663
25184.547019,32666.193687
13622.306221,15064.244849
21413.999631,32386.80983
20063.026993,23945.793446
65695.35393,75242.773702
52475.023184,65966.76447
18628.956732,20865.592037
7877.818017,10063.942643
80400.839181,102509.219768
7260.206881,9553.223629
16136.236666,18463.419149
34564.803631,40269.026737
25266.058045,55026.293967
17925.617299,21219.20161
30847.318065,44237.476272
24866.890122,28483.7828
27595.288665,40300.780899
34437.139891,44845.206854
10652.986384,13050.294303
13023.672643,13948.726647
59569.76504,52691.259851
34426.262663,54510.606531
18405.538854,21916.550629
40172.433061,60750.198179
14177.5405,25978.526615
52644.362422,62429.240353
94268.007723,104531.677783
27815.383678,34143.164054
6417.208494,8234.28638
45729.363041,51592.365101
16674.589522,19925.238865
35712.306659,39415.829875
61203.280206,70539.435096
29017.173202,33562.098592
17983.008383,21751.984695
31207.654372,33988.595327
5898.826123,7060.743446
18185.619143,21034.694055
26262.791886,27112.684431
14875.409936,14027.451648
36394.759809,46115.764461
11244.515899,11999.234143
45805.463482,59526.50122
58085.625714,68178.983937
24880.195791,31372.198593
28615.207579,33127.833514
25437.371137,35321.17916
170968.343177,227108.296958
19214.35957,24972.903838
12246.318663,16173.924479
13784.468998,16541.206465
15612.944539,17914.135338
31598.605867,37758.63681
26608.688285,36250.279328
22465.050597,33057.47018
24507.361123,30531.859811
79004.605404,91062.169819
85701.752758,136584.353361
13359.806629,14584.024676
13432.507051,14386.600015
29171.010598,30181.734728
18582.074219,27107.5562
42140.857929,40316.226332
28084.878276,47637.270045
24449.574345,46005.172739
14670.974694,24423.638399
32024.358371,31555.357069
19861.916615,20004.363478
86631.164862,121668.551515
46373.665665,61677.066303
21548.897427,30886.104485
19271.982623,21070.446672
25809.134963,45336.094652
47711.867681,56806.202149
11156.319412,15996.518184
106571.709992,122664.218327
35895.644123,42227.198658
44644.787326,48368.686768
96820.747465,122423.004598
