modelo,accuracy,f1,balanced_accuracy,sensibilidad,especificidad,g_mean,roc_auc
LogisticRegression_GA_baseline,0.6479166666666667,0.6202247191011236,0.6468696886334566,0.6359447004608295,0.6577946768060836,0.6467774259404645,0.6926109582800373
