generation,best_g_mean,best_num_features,fitness_model,best_generation,max_g_mean
11,0.6344226821283916,46,DecisionTree_depth3,67,0.6448371525273262
12,0.6351634023192587,16,DecisionTree_depth3,67,0.6448371525273262
13,0.635917993674749,32,DecisionTree_depth3,67,0.6448371525273262
14,0.635917993674749,29,DecisionTree_depth3,67,0.6448371525273262
15,0.6411224546412917,26,DecisionTree_depth3,67,0.6448371525273262
16,0.6411224546412917,26,DecisionTree_depth3,67,0.6448371525273262
17,0.6411224546412917,26,DecisionTree_depth3,67,0.6448371525273262
18,0.6411224546412917,26,DecisionTree_depth3,67,0.6448371525273262
19,0.6411307773400654,17,DecisionTree_depth3,67,0.6448371525273262
20,0.6411307773400654,17,DecisionTree_depth3,67,0.6448371525273262
21,0.6411307773400654,17,DecisionTree_depth3,67,0.6448371525273262
22,0.6418659490650835,22,DecisionTree_depth3,67,0.6448371525273262
23,0.6418659490650835,22,DecisionTree_depth3,67,0.6448371525273262
24,0.6418659490650835,22,DecisionTree_depth3,67,0.6448371525273262
25,0.6418659490650835,22,DecisionTree_depth3,67,0.6448371525273262
26,0.6418659490650835,22,DecisionTree_depth3,67,0.6448371525273262
27,0.6418659490650835,22,DecisionTree_depth3,67,0.6448371525273262
28,0.6426149919547245,12,DecisionTree_depth3,67,0.6448371525273262
29,0.6426149919547245,14,DecisionTree_depth3,67,0.6448371525273262
30,0.6426149919547245,14,DecisionTree_depth3,67,0.6448371525273262
31,0.6426149919547245,14,DecisionTree_depth3,67,0.6448371525273262
32,0.6426149919547245,14,DecisionTree_depth3,67,0.6448371525273262
33,0.6426149919547245,14,DecisionTree_depth3,67,0.6448371525273262
34,0.6433612606114409,14,DecisionTree_depth3,67,0.6448371525273262
35,0.6433612606114409,14,DecisionTree_depth3,67,0.6448371525273262
36,0.6433612606114409,21,DecisionTree_depth3,67,0.6448371525273262
37,0.6433612606114409,21,DecisionTree_depth3,67,0.6448371525273262
38,0.6433612606114409,21,DecisionTree_depth3,67,0.6448371525273262
39,0.6433612606114409,21,DecisionTree_depth3,67,0.6448371525273262
40,0.6433612606114409,26,DecisionTree_depth3,67,0.6448371525273262
41,0.6433612606114409,26,DecisionTree_depth3,67,0.6448371525273262
42,0.6433612606114409,26,DecisionTree_depth3,67,0.6448371525273262
43,0.6433612606114409,26,DecisionTree_depth3,67,0.6448371525273262
44,0.6433612606114409,26,DecisionTree_depth3,67,0.6448371525273262
45,0.6433612606114409,24,DecisionTree_depth3,67,0.6448371525273262
46,0.6440936581035344,12,DecisionTree_depth3,67,0.6448371525273262
47,0.6440936581035344,12,DecisionTree_depth3,67,0.6448371525273262
48,0.6440936581035344,12,DecisionTree_depth3,67,0.6448371525273262
49,0.6440936581035344,12,DecisionTree_depth3,67,0.6448371525273262
50,0.6440936581035344,12,DecisionTree_depth3,67,0.6448371525273262
51,0.6440936581035344,18,DecisionTree_depth3,67,0.6448371525273262
52,0.6440936581035344,18,DecisionTree_depth3,67,0.6448371525273262
53,0.6440936581035344,18,DecisionTree_depth3,67,0.6448371525273262
54,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
55,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
56,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
57,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
58,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
59,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
60,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
61,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
62,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
63,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
64,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
65,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
66,0.6441047550352328,18,DecisionTree_depth3,67,0.6448371525273262
67,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
68,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
69,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
70,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
71,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
72,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
73,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
74,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
75,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
76,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
77,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
78,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
79,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
80,0.6448371525273262,20,DecisionTree_depth3,67,0.6448371525273262
