modelo,pareto_idx,n_variables,precision_cv,recall_cv,accuracy_test,precision_test,recall_test,f1_test,custom_score_test,TN,FP,FN,TP,selected_features
SVC,50,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['caidas_1', 'medicacion_osteoporosis_1']"
SVC,54,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['medicacion_osteoporosis_1', 'caidas_1']"
SVC,58,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['caidas_1', 'medicacion_osteoporosis_1']"
SVC,60,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['medicacion_osteoporosis_1', 'caidas_1']"
SVC,71,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['medicacion_osteoporosis_1', 'caidas_1']"
SVC,73,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['caidas_1', 'medicacion_osteoporosis_1']"
SVC,126,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['caidas_1', 'medicacion_osteoporosis_1']"
SVC,140,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['medicacion_osteoporosis_1', 'caidas_1']"
SVC,150,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['medicacion_osteoporosis_1', 'caidas_1']"
SVC,166,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['caidas_1', 'medicacion_osteoporosis_1']"
SVC,169,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['medicacion_osteoporosis_1', 'caidas_1']"
SVC,171,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['medicacion_osteoporosis_1', 'caidas_1']"
SVC,197,2,0.45116681315381557,0.9292507790272321,0.4618055555555556,0.45436893203883494,0.8897338403041825,0.6015424164524421,0.628514895344974,32,281,29,234,"['caidas_1', 'medicacion_osteoporosis_1']"
SVC,17,12,0.5884608414359906,0.7842026825633384,0.6163194444444444,0.5621301775147929,0.7224334600760456,0.632279534109817,0.626251490539294,165,148,73,190,"['periodo_examen_1', 'edad_an', 'cadmio_sangre_nmol_l', 'tamano_manguito_pa_5.0', 'raza_etnia_3.0', 'pais_nacimiento_1', 'trigliceridos_mmol_l', 'convulsiones_1', 'raza_etnia_6.0', 'monocitos_abs', 'aprueba_cond4_1', 'peso_kg']"
LogisticRegression,3,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,18,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,36,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,40,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,44,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,49,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,55,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,58,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,64,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,73,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,76,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,91,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,117,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,123,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,138,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,149,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,153,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,154,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,157,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,186,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,187,2,0.4612849662116051,0.8434764937000405,0.4947916666666667,0.47058823529411764,0.8517110266159695,0.6062246278755075,0.6230373518228585,61,252,39,224,"['fracturas_1', 'raza_etnia_2.0']"
LogisticRegression,25,21,0.638357128804041,0.6885923316623763,0.6527777777777778,0.6179775280898876,0.6273764258555133,0.6226415094339622,0.6217370871961378,211,102,98,165,"['hemoglobina_g_dl', 'peso_kg', 'rigidez_mediana_kpa', 'intentos_totales_elasto', 'plaquetas_totales', 'medicacion_osteoporosis_1', 'trigliceridos_mmol_l', 'linfocitos_abs', 'pulso', ""tipo_sonda_elasto_b'M'"", 'hdl_mmol_l', 'monocitos_abs', 'raza_etnia_3.0', 'eosinofilos_abs', 'ldl_martin_mmol_l', 'ratio_pobreza', 'tiempo_seg_cond1', 'fracturas_1', 'edad_an', 'pais_nacimiento_1', 'estado_elastografia_1']"
SVC,12,37,0.6280132040819086,0.733044302939981,0.6423611111111112,0.5993031358885017,0.6539923954372624,0.6254545454545455,0.621178839708006,198,115,91,172,"['ldl_martin_mmol_l', 'volumen_plaquetario_medio', 'periodo_examen_1', 'imc', 'raza_etnia_3.0', 'eritrocitos_totales', 'creatinina_orina_umol_l', 'toma_antiacidos_1', 'eosinofilos_abs', 'volumen_corpuscular_medio', 'ratio_pobreza', 'genero_1', 'intentos_totales_elasto', 'monocitos_abs', 'ratio_albumina_creatinina', 'estado_examen_balance_1', 'psu', 'selenio_sangre_umol_l', 'pulso', 'edad_an', 'pais_nacimiento_1', ""tipo_sonda_elasto_b'XL'"", 'aprueba_cond4_1', 'neutrofilos_abs', 'cadmio_sangre_nmol_l', 'raza_etnia_7.0', 'trigliceridos_mmol_l', 'peso_kg', 'elegibilidad_balance_1', 'tamano_manguito_pa_5.0', 'hemoglobina_g_dl', 'peso_flebotomia', 'tamano_manguito_pa_4.0', 'linfocitos_abs', 'plaquetas_totales', 'medicacion_osteoporosis_1', 'tiempo_seg_cond3']"
SVC,29,27,0.6175210321298846,0.749546131960439,0.6267361111111112,0.5764331210191083,0.688212927756654,0.6273830155979203,0.6211450437141266,180,133,82,181,"['tiempo_seg_cond2', 'fracturas_1', 'convulsiones_1', ""tipo_sonda_elasto_b'M'"", 'cap_mediana_db_m', 'hdl_mmol_l', 'estado_examen_balance_1', 'plaquetas_totales', 'periodo_examen_1', 'edad_an', 'psu', 'ldl_martin_mmol_l', 'estado_elastografia_1', 'volumen_plaquetario_medio', 'cadmio_sangre_nmol_l', ""tipo_sonda_elasto_b'XL'"", 'raza_etnia_7.0', 'raza_etnia_6.0', 'tamano_manguito_pa_5.0', 'eosinofilos_abs', 'aprueba_cond4_1', 'eritrocitos_totales', 'tamano_manguito_pa_4.0', 'trigliceridos_mmol_l', 'peso_kg', 'ratio_albumina_creatinina', 'pais_nacimiento_1']"
LogisticRegression,28,29,0.6420679441437469,0.6572551144831322,0.6440972222222222,0.6028368794326241,0.6463878326996197,0.6238532110091743,0.6202572607394223,201,112,93,170,"['rigidez_iqr', 'altura_cm', 'trigliceridos_mmol_l', 'linfocitos_abs', 'genero_1', 'peso_flebotomia', 'pulso', 'raza_etnia_2.0', 'hdl_mmol_l', 'peso_kg', 'plaquetas_totales', 'albumina_orina_mg_l', 'caidas_1', 'intentos_totales_elasto', 'hemoglobina_g_dl', 'edad_an', 'medicacion_osteoporosis_1', 'estado_elastografia_1', 'proteina_c_reactiva_mg_l', 'neutrofilos_abs', 'cap_mediana_db_m', 'convulsiones_1', 'elegibilidad_balance_1', 'cadmio_sangre_nmol_l', 'aprueba_cond4_1', 'ancho_distribucion_eritrocitos', 'tiempo_seg_cond4', 'creatinina_orina_umol_l', 'eosinofilos_abs']"
SVC,3,8,0.5557892282717876,0.8071264056360927,0.5694444444444444,0.5191815856777494,0.7718631178707225,0.6207951070336392,0.6202541985549386,125,188,60,203,"['edad_an', 'selenio_sangre_umol_l', 'hdl_mmol_l', 'eosinofilos_abs', 'ratio_iqr_mediana', 'toma_antiacidos_1', 'ldl_martin_mmol_l', 'pais_nacimiento_1']"
SVC,20,40,0.6297696010887244,0.7150115160547351,0.6371527777777778,0.593103448275862,0.6539923954372624,0.6220614828209765,0.6174590271404221,195,118,91,172,"['peso_flebotomia', 'pulso', 'estado_examen_balance_1', 'volumen_plaquetario_medio', 'manganeso_sangre_nmol_l', 'raza_etnia_4.0', 'intentos_totales_elasto', 'caidas_1', 'monocitos_abs', 'pais_nacimiento_1', 'tiempo_seg_cond3', 'cap_mediana_db_m', 'volumen_corpuscular_medio', 'eosinofilos_abs', 'albumina_orina_mg_l', 'tamano_manguito_pa_4.0', ""tipo_sonda_elasto_b'M'"", 'raza_etnia_2.0', 'edad_an', 'cadmio_sangre_nmol_l', 'eritrocitos_totales', 'linfocitos_abs', 'genero_1', 'plaquetas_totales', 'largo_pierna_superior_cm', 'convulsiones_1', 'tiempo_seg_cond4', 'hemoglobina_g_dl', 'medicacion_osteoporosis_1', 'elegibilidad_balance_1', 'ratio_albumina_creatinina', 'fracturas_1', 'ldl_martin_mmol_l', 'raza_etnia_3.0', 'cap_iqr', 'trigliceridos_mmol_l', 'periodo_examen_1', 'ratio_pobreza', 'peso_kg', 'tamano_manguito_pa_5.0']"
SVC,23,27,0.619864335403563,0.7429616583118818,0.6215277777777778,0.5714285714285714,0.6844106463878327,0.6228373702422145,0.616621401412276,178,135,83,180,"['toma_antiacidos_1', 'tamano_manguito_pa_4.0', 'aprueba_cond4_1', 'cap_mediana_db_m', 'eritrocitos_totales', 'plomo_sangre_umol_l', 'trigliceridos_mmol_l', 'raza_etnia_7.0', 'psu', 'ratio_albumina_creatinina', ""tipo_sonda_elasto_b'XL'"", 'estado_examen_balance_1', 'eosinofilos_abs', 'ldl_martin_mmol_l', 'hdl_mmol_l', 'estado_elastografia_1', 'raza_etnia_6.0', 'peso_kg', 'convulsiones_1', 'plaquetas_totales', ""tipo_sonda_elasto_b'M'"", 'volumen_plaquetario_medio', 'edad_an', 'cadmio_sangre_nmol_l', 'periodo_examen_1', 'tiempo_seg_cond2', 'tamano_manguito_pa_5.0']"
