modelo,pareto_idx,n_variables,precision_cv,recall_cv,accuracy_test,precision_test,recall_test,f1_test,custom_score_test,TN,FP,FN,TP,selected_features
LogisticRegression,16,5,0.23639455782312924,0.8039967484080748,0.5104166666666666,0.47902869757174393,0.8250950570342205,0.6061452513966481,0.6174552413567346,77,236,46,217,"['tiempo_seg_cond1', 'medicacion_osteoporosis_1', 'fracturas_1', 'ratio_albumina_creatinina', 'raza_etnia_2.0']"
LogisticRegression,39,5,0.23639455782312924,0.8039967484080748,0.5104166666666666,0.47902869757174393,0.8250950570342205,0.6061452513966481,0.6174552413567346,77,236,46,217,"['fracturas_1', 'tiempo_seg_cond1', 'medicacion_osteoporosis_1', 'raza_etnia_2.0', 'ratio_albumina_creatinina']"
LogisticRegression,66,4,0.22684316970031254,0.8171521474055006,0.5104166666666666,0.47902869757174393,0.8250950570342205,0.6061452513966481,0.6174552413567346,77,236,46,217,"['medicacion_osteoporosis_1', 'ratio_albumina_creatinina', 'raza_etnia_2.0', 'fracturas_1']"
LogisticRegression,93,4,0.22684316970031254,0.8171521474055006,0.5104166666666666,0.47902869757174393,0.8250950570342205,0.6061452513966481,0.6174552413567346,77,236,46,217,"['raza_etnia_2.0', 'medicacion_osteoporosis_1', 'fracturas_1', 'ratio_albumina_creatinina']"
SVC,75,20,0.6140650854936569,0.7478661427990787,0.6302083333333334,0.5827814569536424,0.6692015209125475,0.6230088495575221,0.6173494825372043,187,126,87,176,"['rigidez_iqr', 'eosinofilos_abs', 'imc', 'ratio_albumina_creatinina', 'convulsiones_1', 'hdl_mmol_l', 'edad_an', 'pais_nacimiento_1', 'periodo_examen_1', 'ratio_iqr_mediana', 'genero_1', 'caidas_1', 'plomo_sangre_umol_l', 'trigliceridos_mmol_l', ""tipo_sonda_elasto_b'XL'"", 'rigidez_mediana_kpa', 'tamano_manguito_pa_5.0', 'plaquetas_totales', 'tamano_manguito_pa_3.0', 'pulso']"
LogisticRegression,104,28,0.6942728442728443,0.650697737433952,0.6458333333333334,0.608058608058608,0.6311787072243346,0.6194029850746269,0.6173066477248986,206,107,97,166,"['hemoglobina_g_dl', 'cap_mediana_db_m', 'conc_hemoglobina_media', ""tipo_sonda_elasto_b'XL'"", 'intentos_totales_elasto', 'rigidez_iqr', 'fracturas_1', 'edad_an', 'pulso', 'tiempo_seg_cond1', 'rigidez_mediana_kpa', 'estado_examen_balance_1', 'trigliceridos_mmol_l', 'hdl_mmol_l', 'eosinofilos_abs', 'manganeso_sangre_nmol_l', 'albumina_orina_mg_l', 'ratio_iqr_mediana', 'leucocitos_totales', 'plaquetas_totales', ""tipo_sonda_elasto_b'M'"", 'peso_kg', 'cadmio_sangre_nmol_l', 'plomo_sangre_umol_l', 'peso_flebotomia', 'volumen_plaquetario_medio', 'mercurio_sangre_nmol_l', 'tiempo_seg_cond3']"
SVC,53,4,0.21867990439419013,0.8237501693537462,0.5034722222222222,0.4749455337690632,0.8288973384030418,0.6038781163434903,0.6165262556226546,72,241,45,218,"['convulsiones_1', 'medicacion_osteoporosis_1', 'raza_etnia_2.0', 'fracturas_1']"
SVC,131,3,0.21867990439419013,0.8237501693537462,0.5034722222222222,0.4749455337690632,0.8288973384030418,0.6038781163434903,0.6165262556226546,72,241,45,218,"['medicacion_osteoporosis_1', 'raza_etnia_2.0', 'fracturas_1']"
SVC,176,3,0.21867990439419013,0.8237501693537462,0.5034722222222222,0.4749455337690632,0.8288973384030418,0.6038781163434903,0.6165262556226546,72,241,45,218,"['medicacion_osteoporosis_1', 'fracturas_1', 'raza_etnia_2.0']"
SVC,195,3,0.21867990439419013,0.8237501693537462,0.5034722222222222,0.4749455337690632,0.8288973384030418,0.6038781163434903,0.6165262556226546,72,241,45,218,"['medicacion_osteoporosis_1', 'raza_etnia_2.0', 'fracturas_1']"
SVC,54,4,0.17927927927927928,0.8484351713859912,0.484375,0.46443514644351463,0.844106463878327,0.5991902834008097,0.6163036734174396,57,256,41,222,"['pais_nacimiento_1', 'fracturas_1', 'raza_etnia_2.0', 'caidas_1']"
